DateTime,VRV_02-RAT,VRV_02-TEMP_SP,VRV_02-KW,VRV_02-WD,VRV_02-Status,OAT,RH
2022-08-01 06:00:00,27.5,25.0,0.09,5.0,0.0,28.8,80.0
2022-08-01 06:10:00,27.5,25.0,0.09,5.0,0.0,28.82,78.83
2022-08-01 06:20:00,27.5,25.0,0.09,5.0,0.0,28.83,77.67
2022-08-01 06:30:00,27.5,25.0,0.09,5.0,0.0,28.85,76.5
2022-08-01 06:40:00,27.5,25.0,0.09,5.0,0.0,28.87,75.33
2022-08-01 06:50:00,27.5,25.0,0.09,5.0,0.0,28.88,74.17
2022-08-01 07:00:00,27.5,25.0,0.09,5.0,0.0,28.9,73.0
2022-08-01 07:10:00,27.5,25.0,0.09,5.0,0.0,29.02,73.5
2022-08-01 07:20:00,27.5,25.0,0.09,5.0,0.0,29.13,74.0
2022-08-01 07:30:00,27.5,25.0,0.09,5.0,0.0,29.25,74.5
2022-08-01 07:40:00,27.52,25.0,5.614,5.0,0.5,29.37,75.0
2022-08-01 07:50:00,26.35,25.0,11.143,5.0,1.0,29.48,75.5
2022-08-01 08:00:00,26.0,25.0,11.2,5.0,1.0,29.6,76.0
2022-08-01 08:10:00,26.0,25.0,11.174000000000001,5.0,1.0,29.87,75.17
2022-08-01 08:20:00,26.0,25.0,11.2,5.0,1.0,30.13,74.33
2022-08-01 08:30:00,26.0,25.0,11.298,5.0,1.0,30.4,73.5
2022-08-01 08:40:00,25.76,25.0,11.324,5.0,1.0,30.67,72.67
2022-08-01 08:50:00,25.7,25.0,11.229000000000001,5.0,1.0,30.93,71.83
2022-08-01 09:00:00,25.7,25.0,11.208,5.0,1.0,31.2,71.0
2022-08-01 09:10:00,25.7,25.0,11.203999999999999,5.0,1.0,31.35,71.0
2022-08-01 09:20:00,25.7,25.0,11.214,5.0,1.0,31.5,71.0
2022-08-01 09:30:00,25.380000000000003,25.0,11.285,5.0,1.0,31.65,71.0
2022-08-01 09:40:00,25.380000000000003,25.0,11.312999999999999,5.0,1.0,31.8,71.0
2022-08-01 09:50:00,25.380000000000003,25.0,11.384,5.0,1.0,31.95,71.0
2022-08-01 10:00:00,25.380000000000003,25.0,11.417,5.0,1.0,32.1,71.0
2022-08-01 10:10:00,25.3,25.0,11.367,5.0,1.0,32.22,69.33
2022-08-01 10:20:00,25.419999999999998,25.0,11.363,5.0,1.0,32.33,67.67
2022-08-01 10:30:00,25.3,25.0,11.370000000000001,5.0,1.0,32.45,66.0
2022-08-01 10:40:00,25.3,25.0,11.419999999999998,5.0,1.0,32.57,64.33
2022-08-01 10:50:00,25.419999999999998,25.0,11.41,5.0,1.0,32.68,62.67
2022-08-01 11:00:00,25.580000000000002,25.0,11.341,5.0,1.0,32.8,61.0
2022-08-01 11:10:00,25.3,25.0,11.402000000000001,5.0,1.0,32.1,63.67
2022-08-01 11:20:00,25.3,25.0,11.443999999999999,5.0,1.0,31.4,66.33
2022-08-01 11:30:00,25.3,25.0,11.466,5.0,1.0,30.7,69.0
2022-08-01 11:40:00,25.34,25.0,11.614,5.0,1.0,30.0,71.67
2022-08-01 11:50:00,25.660000000000004,25.0,11.655,5.0,1.0,29.3,74.33
2022-08-01 12:00:00,25.7,25.0,11.664,5.0,1.0,28.6,77.0
2022-08-01 12:10:00,25.7,25.0,11.657,5.0,1.0,28.15,79.5
2022-08-01 12:20:00,25.46,25.0,11.504999999999999,5.0,1.0,27.7,82.0
2022-08-01 12:30:00,25.3,25.0,11.331999999999999,5.0,1.0,27.25,84.5
2022-08-01 12:40:00,24.98,25.0,11.375,5.0,1.0,26.8,87.0
2022-08-01 12:50:00,24.98,25.0,11.36,5.0,1.0,26.35,89.5
2022-08-01 13:00:00,24.9,25.0,11.05,5.0,1.0,25.9,92.0
2022-08-01 13:10:00,24.9,25.0,10.76,5.0,1.0,26.15,90.17
2022-08-01 13:20:00,24.9,25.0,10.632,5.0,1.0,26.4,88.33
2022-08-01 13:30:00,25.18,25.0,5.5520000000000005,5.0,1.0,26.65,86.5
2022-08-01 13:40:00,25.54,25.0,7.167999999999999,5.0,1.0,26.9,84.67
2022-08-01 13:50:00,25.14,25.0,10.368,5.0,1.0,27.15,82.83
2022-08-01 14:00:00,24.9,25.0,10.644,5.0,1.0,27.4,81.0
2022-08-01 14:10:00,25.46,25.0,5.773000000000001,5.0,1.0,27.52,80.0
2022-08-01 14:20:00,25.1,25.0,10.845,5.0,1.0,27.63,79.0
2022-08-01 14:30:00,24.9,25.0,10.897,5.0,1.0,27.75,78.0
2022-08-01 14:40:00,24.9,25.0,10.956,5.0,1.0,27.87,77.0
2022-08-01 14:50:00,24.9,25.0,10.928999999999998,5.0,1.0,27.98,76.0
2022-08-01 15:00:00,24.94,25.0,8.909,5.0,1.0,28.1,75.0
2022-08-01 15:10:00,25.54,25.0,6.726999999999999,5.0,1.0,28.0,75.83
2022-08-01 15:20:00,25.380000000000003,25.0,7.638,5.0,1.0,27.9,76.67
2022-08-01 15:30:00,25.3,25.0,5.796,5.0,1.0,27.8,77.5
2022-08-01 15:40:00,25.18,25.0,5.784,5.0,1.0,27.7,78.33
2022-08-01 15:50:00,25.259999999999998,25.0,5.762,5.0,1.0,27.6,79.17
2022-08-01 16:00:00,25.22,25.0,5.711,5.0,1.0,27.5,80.0
2022-08-01 16:10:00,25.34,25.0,5.694999999999999,5.0,1.0,27.52,80.83
2022-08-01 16:20:00,25.259999999999998,25.0,5.708,5.0,1.0,27.53,81.67
2022-08-01 16:30:00,25.3,25.0,5.731,5.0,1.0,27.55,82.5
2022-08-01 16:40:00,25.3,25.0,5.723,5.0,1.0,27.57,83.33
2022-08-01 16:50:00,25.18,25.0,5.7,5.0,1.0,27.58,84.17
2022-08-01 17:00:00,25.14,25.0,5.711,5.0,1.0,27.6,85.0
2022-08-01 17:10:00,25.1,25.0,5.748,5.0,1.0,27.58,84.67
2022-08-01 17:20:00,25.06,25.0,4.737,5.0,1.0,27.57,84.33
2022-08-01 17:30:00,25.18,25.0,3.782,5.0,1.0,27.55,84.0
2022-08-01 17:40:00,25.14,25.0,4.766,5.0,1.0,27.53,83.67
2022-08-01 17:50:00,25.22,25.0,4.665,5.0,1.0,27.52,83.33
2022-08-01 18:00:00,25.14,25.0,5.635,5.0,1.0,27.5,83.0
2022-08-01 18:10:00,25.14,25.0,4.678,5.0,1.0,27.4,84.17
2022-08-01 18:20:00,25.18,25.0,3.69,5.0,1.0,27.3,85.33
2022-08-01 18:30:00,25.18,25.0,4.702,5.0,1.0,27.2,86.5
2022-08-01 18:40:00,25.18,25.0,4.659,5.0,1.0,27.1,87.67
2022-08-01 18:50:00,25.14,25.0,5.616,5.0,1.0,27.0,88.83
2022-08-01 19:00:00,25.259999999999998,25.0,5.549,5.0,1.0,26.9,90.0
2022-08-01 19:10:00,25.22,25.0,5.59,5.0,1.0,26.95,89.33
2022-08-01 19:20:00,25.1,25.0,3.689,5.0,1.0,27.0,88.67
2022-08-01 19:30:00,25.14,25.0,3.664,5.0,1.0,27.05,88.0
2022-08-01 19:40:00,25.14,25.0,4.532,5.0,1.0,27.1,87.33
2022-08-01 19:50:00,25.259999999999998,25.0,5.5409999999999995,5.0,1.0,27.15,86.67
2022-08-01 20:00:00,25.259999999999998,25.0,5.594,5.0,1.0,27.2,86.0
2022-08-01 20:10:00,25.22,25.0,4.6579999999999995,5.0,1.0,27.15,86.17
2022-08-01 20:20:00,25.2,25.0,4.398,5.0,0.8,27.1,86.33
2022-08-01 20:30:00,24.32,25.0,0.09,5.0,0.0,27.05,86.5
2022-08-01 20:40:00,24.2,25.0,0.09,5.0,0.0,27.0,86.67
2022-08-01 20:50:00,24.56,25.0,0.09,5.0,0.0,26.95,86.83
2022-08-01 21:00:00,24.630000000000003,25.0,0.09,5.0,0.0,26.9,87.0
2022-08-01 21:10:00,24.9,25.0,0.09,5.0,0.0,26.82,87.5
2022-08-01 21:20:00,24.9,25.0,0.09,5.0,0.0,26.73,88.0
2022-08-01 21:30:00,25.3,25.0,0.09,5.0,0.0,26.65,88.5
2022-08-01 21:40:00,25.3,25.0,0.09,5.0,0.0,26.57,89.0
2022-08-01 21:50:00,25.419999999999998,25.0,0.09,5.0,0.0,26.48,89.5
2022-08-01 22:00:00,25.7,25.0,0.09,5.0,0.0,26.4,90.0
2022-08-01 22:10:00,25.7,25.0,0.09,5.0,0.0,26.38,89.33
2022-08-01 22:20:00,25.7,25.0,0.09,5.0,0.0,26.37,88.67
2022-08-01 22:30:00,25.7,25.0,0.09,5.0,0.0,26.35,88.0
2022-08-01 22:40:00,25.97,25.0,0.09,5.0,0.0,26.33,87.33
2022-08-01 22:50:00,26.0,25.0,0.09,5.0,0.0,26.32,86.67
2022-08-01 23:00:00,26.0,25.0,0.09,5.0,0.0,26.3,86.0
2022-08-01 23:10:00,26.0,25.0,0.09,5.0,0.0,26.33,85.67
2022-08-01 23:20:00,26.2,25.0,0.09,5.0,0.0,26.37,85.33
2022-08-01 23:30:00,26.4,25.0,0.09,5.0,0.0,26.4,85.0
2022-08-01 23:40:00,26.4,25.0,0.09,5.0,0.0,26.43,84.67
2022-08-01 23:50:00,26.4,25.0,0.09,5.0,0.0,26.47,84.33
2022-08-02 00:00:00,26.4,25.0,0.09,5.0,0.0,26.5,84.0
2022-08-02 00:10:00,26.48,25.0,0.09,5.0,0.0,26.42,84.67
2022-08-02 00:20:00,26.439999999999998,25.0,0.09,5.0,0.0,26.33,85.33
2022-08-02 00:30:00,26.439999999999998,25.0,0.09,5.0,0.0,26.25,86.0
2022-08-02 00:40:00,26.639999999999997,25.0,0.09,5.0,0.0,26.17,86.67
2022-08-02 00:50:00,26.72,25.0,0.09,5.0,0.0,26.08,87.33
2022-08-02 01:00:00,26.8,25.0,0.09,5.0,0.0,26.0,88.0
2022-08-02 01:10:00,26.8,25.0,0.09,5.0,0.0,26.03,87.67
2022-08-02 01:20:00,26.8,25.0,0.09,5.0,0.0,26.07,87.33
2022-08-02 01:30:00,26.8,25.0,0.09,5.0,0.0,26.1,87.0
2022-08-02 01:40:00,26.8,25.0,0.09,5.0,0.0,26.13,86.67
2022-08-02 01:50:00,26.8,25.0,0.09,5.0,0.0,26.17,86.33
2022-08-02 02:00:00,26.8,25.0,0.09,5.0,0.0,26.2,86.0
2022-08-02 02:10:00,26.8,25.0,0.09,5.0,0.0,26.1,87.0
2022-08-02 02:20:00,26.8,25.0,0.09,5.0,0.0,26.0,88.0
2022-08-02 02:30:00,26.8,25.0,0.09,5.0,0.0,25.9,89.0
2022-08-02 02:40:00,26.8,25.0,0.09,5.0,0.0,25.8,90.0
2022-08-02 02:50:00,26.8,25.0,0.09,5.0,0.0,25.7,91.0
2022-08-02 03:00:00,26.8,25.0,0.09,5.0,0.0,25.6,92.0
2022-08-02 03:10:00,26.8,25.0,0.09,5.0,0.0,25.67,90.83
2022-08-02 03:20:00,26.8,25.0,0.09,5.0,0.0,25.73,89.67
2022-08-02 03:30:00,26.8,25.0,0.09,5.0,0.0,25.8,88.5
2022-08-02 03:40:00,26.8,25.0,0.09,5.0,0.0,25.87,87.33
2022-08-02 03:50:00,26.8,25.0,0.09,5.0,0.0,25.93,86.17
2022-08-02 04:00:00,26.8,25.0,0.09,5.0,0.0,26.0,85.0
2022-08-02 04:10:00,26.830000000000002,25.0,0.09,5.0,0.0,26.02,84.67
2022-08-02 04:20:00,26.830000000000002,25.0,0.09,5.0,0.0,26.03,84.33
2022-08-02 04:30:00,27.01,25.0,0.09,5.0,0.0,26.05,84.0
2022-08-02 04:40:00,27.1,25.0,0.09,5.0,0.0,26.07,83.67
2022-08-02 04:50:00,27.1,25.0,0.09,5.0,0.0,26.08,83.33
2022-08-02 05:00:00,27.1,25.0,0.09,5.0,0.0,26.1,83.0
2022-08-02 05:10:00,27.1,25.0,0.09,5.0,0.0,26.27,81.83
2022-08-02 05:20:00,27.1,25.0,0.09,5.0,0.0,26.43,80.67
2022-08-02 05:30:00,27.1,25.0,0.09,5.0,0.0,26.6,79.5
2022-08-02 05:40:00,27.1,25.0,0.09,5.0,0.0,26.77,78.33
2022-08-02 05:50:00,27.1,25.0,0.09,5.0,0.0,26.93,77.17
2022-08-02 06:00:00,27.1,25.0,0.09,5.0,0.0,27.1,76.0
2022-08-02 06:10:00,27.1,25.0,0.09,5.0,0.0,27.43,75.17
2022-08-02 06:20:00,27.1,25.0,0.09,5.0,0.0,27.77,74.33
2022-08-02 06:30:00,27.1,25.0,0.09,5.0,0.0,28.1,73.5
2022-08-02 06:40:00,27.1,25.0,0.09,5.0,0.0,28.43,72.67
2022-08-02 06:50:00,27.1,25.0,0.09,5.0,0.0,28.77,71.83
2022-08-02 07:00:00,27.1,25.0,0.09,5.0,0.0,29.1,71.0
2022-08-02 07:10:00,27.1,25.0,0.09,5.0,0.0,29.25,71.5
2022-08-02 07:20:00,27.1,25.0,0.09,5.0,0.0,29.4,72.0
2022-08-02 07:30:00,27.1,25.0,0.09,5.0,0.0,29.55,72.5
2022-08-02 07:40:00,27.419999999999998,25.0,0.088,5.0,0.0,29.7,73.0
2022-08-02 07:50:00,27.5,25.0,0.09,5.0,0.0,29.85,73.5
2022-08-02 08:00:00,26.330000000000002,25.0,11.047,5.0,1.0,30.0,74.0
2022-08-02 08:10:00,25.380000000000003,25.0,10.909,5.0,1.0,29.97,73.67
2022-08-02 08:20:00,25.06,25.0,10.9,5.0,1.0,29.93,73.33
2022-08-02 08:30:00,24.9,25.0,10.804,5.0,1.0,29.9,73.0
2022-08-02 08:40:00,25.259999999999998,25.0,4.7459999999999996,5.0,1.0,29.87,72.67
2022-08-02 08:50:00,24.94,25.0,7.75,5.0,1.0,29.83,72.33
2022-08-02 09:00:00,25.1,25.0,4.721,5.0,1.0,29.8,72.0
2022-08-02 09:10:00,25.1,25.0,5.713,5.0,1.0,29.68,73.17
2022-08-02 09:20:00,25.1,25.0,4.776000000000001,5.0,1.0,29.57,74.33
2022-08-02 09:30:00,25.14,25.0,4.816000000000001,5.0,1.0,29.45,75.5
2022-08-02 09:40:00,25.06,25.0,4.789,5.0,1.0,29.33,76.67
2022-08-02 09:50:00,25.22,25.0,5.675,5.0,1.0,29.22,77.83
2022-08-02 10:00:00,25.11,25.0,4.707,5.0,1.0,29.1,79.0
2022-08-02 10:10:00,25.1,25.0,4.774,5.0,1.0,29.07,78.83
2022-08-02 10:20:00,25.1,25.0,4.714,5.0,1.0,29.03,78.67
2022-08-02 10:30:00,25.18,25.0,4.728,5.0,1.0,29.0,78.5
2022-08-02 10:40:00,25.07,25.0,4.718999999999999,5.0,1.0,28.97,78.33
2022-08-02 10:50:00,25.11,25.0,3.7600000000000002,5.0,1.0,28.93,78.17
2022-08-02 11:00:00,25.02,25.0,4.786,5.0,1.0,28.9,78.0
2022-08-02 11:10:00,25.18,25.0,4.643,5.0,1.0,28.6,80.67
2022-08-02 11:20:00,24.990000000000002,25.0,5.734,5.0,1.0,28.3,83.33
2022-08-02 11:30:00,24.98,25.0,9.748999999999999,5.0,1.0,28.0,86.0
2022-08-02 11:40:00,25.14,25.0,4.773,5.0,1.0,27.7,88.67
2022-08-02 11:50:00,25.06,25.0,4.835,5.0,1.0,27.4,91.33
2022-08-02 12:00:00,24.94,25.0,10.727,5.0,1.0,27.1,94.0
2022-08-02 12:10:00,25.11,25.0,4.747,5.0,1.0,26.9,94.83
2022-08-02 12:20:00,24.98,25.0,6.794,5.0,1.0,26.7,95.67
2022-08-02 12:30:00,25.03,25.0,4.772,5.0,1.0,26.5,96.5
2022-08-02 12:40:00,24.990000000000002,25.0,3.683,5.0,1.0,26.3,97.33
2022-08-02 12:50:00,24.95,25.0,2.781,5.0,1.0,26.1,98.17
2022-08-02 13:00:00,25.06,25.0,4.661,5.0,1.0,25.9,99.0
2022-08-02 13:10:00,24.96,25.0,3.6769999999999996,5.0,1.0,25.78,99.0
2022-08-02 13:20:00,25.06,25.0,2.712,5.0,1.0,25.67,99.0
2022-08-02 13:30:00,25.11,25.0,2.716,5.0,1.0,25.55,99.0
2022-08-02 13:40:00,25.1,25.0,3.592,5.0,1.0,25.43,99.0
2022-08-02 13:50:00,25.07,25.0,4.5009999999999994,5.0,1.0,25.32,99.0
2022-08-02 14:00:00,25.03,25.0,4.543,5.0,1.0,25.2,99.0
2022-08-02 14:10:00,25.03,25.0,4.551,5.0,1.0,25.32,98.83
2022-08-02 14:20:00,25.03,25.0,2.674,5.0,1.0,25.43,98.67
2022-08-02 14:30:00,24.990000000000002,25.0,2.684,5.0,1.0,25.55,98.5
2022-08-02 14:40:00,25.03,25.0,3.5829999999999997,5.0,1.0,25.67,98.33
2022-08-02 14:50:00,25.07,25.0,3.596,5.0,1.0,25.78,98.17
2022-08-02 15:00:00,25.0,25.0,4.5329999999999995,5.0,1.0,25.9,98.0
2022-08-02 15:10:00,25.03,25.0,2.705,5.0,1.0,26.02,97.33
2022-08-02 15:20:00,24.990000000000002,25.0,3.627,5.0,1.0,26.13,96.67
2022-08-02 15:30:00,25.03,25.0,2.697,5.0,1.0,26.25,96.0
2022-08-02 15:40:00,25.03,25.0,3.654,5.0,1.0,26.37,95.33
2022-08-02 15:50:00,25.06,25.0,3.575,5.0,1.0,26.48,94.67
2022-08-02 16:00:00,24.93,25.0,3.636,5.0,1.0,26.6,94.0
2022-08-02 16:10:00,24.990000000000002,25.0,3.6340000000000003,5.0,1.0,26.58,94.17
2022-08-02 16:20:00,24.95,25.0,2.694,5.0,1.0,26.57,94.33
2022-08-02 16:30:00,25.035,25.0,7.827625,5.0,1.0,26.55,94.5
2022-08-02 16:40:00,24.982142857,25.0,8.0950892857,5.0,1.0,26.53,94.67
2022-08-02 16:50:00,25.053571428999998,25.0,6.4647321429,5.0,1.0,26.52,94.83
2022-08-02 17:00:00,25.125,25.0,4.834375,5.0,1.0,26.5,95.0
2022-08-02 17:10:00,25.196428571000002,25.0,3.2040178570999998,5.0,1.0,26.45,95.33
2022-08-02 17:20:00,25.267857143,25.0,1.5736607143,5.0,1.0,26.4,95.67
2022-08-02 17:30:00,25.07,25.0,3.6409999999999996,5.0,1.0,26.35,96.0
2022-08-02 17:40:00,24.96,25.0,3.643,5.0,1.0,26.3,96.33
2022-08-02 17:50:00,24.990000000000002,25.0,2.714,5.0,1.0,26.25,96.67
2022-08-02 18:00:00,25.02,25.0,3.624,5.0,1.0,26.2,97.0
2022-08-02 18:10:00,25.1,25.0,2.7049999999999996,5.0,1.0,26.15,97.17
2022-08-02 18:20:00,24.93,25.0,4.54,5.0,1.0,26.1,97.33
2022-08-02 18:30:00,24.93,25.0,2.714,5.0,1.0,26.05,97.5
2022-08-02 18:40:00,24.880000000000003,25.0,2.7,5.0,1.0,26.0,97.67
2022-08-02 18:50:00,24.84,25.0,2.712,5.0,1.0,25.95,97.83
2022-08-02 19:00:00,24.75,25.0,4.515,5.0,1.0,25.9,98.0
2022-08-02 19:10:00,24.84,25.0,2.702,5.0,1.0,25.87,98.0
2022-08-02 19:20:00,24.919999999999998,25.0,3.6189999999999998,5.0,1.0,25.83,98.0
2022-08-02 19:30:00,25.07,25.0,3.6390000000000002,5.0,1.0,25.8,98.0
2022-08-02 19:40:00,24.990000000000002,25.0,5.483,5.0,1.0,25.77,98.0
2022-08-02 19:50:00,24.96,25.0,4.536,5.0,1.0,25.73,98.0
2022-08-02 20:00:00,24.95,25.0,3.597,5.0,1.0,25.7,98.0
2022-08-02 20:10:00,24.990000000000002,25.0,3.632,5.0,1.0,25.72,98.0
2022-08-02 20:20:00,25.03,25.0,5.46,5.0,1.0,25.73,98.0
2022-08-02 20:30:00,24.990000000000002,25.0,5.489,5.0,1.0,25.75,98.0
2022-08-02 20:40:00,24.990000000000002,25.0,3.968,5.0,1.0,25.77,98.0
2022-08-02 20:50:00,25.03,25.0,4.228,5.0,1.0,25.78,98.0
2022-08-02 21:00:00,25.07,25.0,4.566,5.0,1.0,25.8,98.0
2022-08-02 21:10:00,25.11,25.0,4.536,5.0,1.0,25.82,97.83
2022-08-02 21:20:00,25.02,25.0,5.4719999999999995,5.0,1.0,25.83,97.67
2022-08-02 21:30:00,25.0,25.0,5.494,5.0,1.0,25.85,97.5
2022-08-02 21:40:00,25.03,25.0,4.557,5.0,1.0,25.87,97.33
2022-08-02 21:50:00,24.990000000000002,25.0,4.516,5.0,1.0,25.88,97.17
2022-08-02 22:00:00,25.02,25.0,4.4799999999999995,5.0,1.0,25.9,97.0
2022-08-02 22:10:00,25.03,25.0,4.536,5.0,1.0,25.85,97.0
2022-08-02 22:20:00,25.14,25.0,4.494,5.0,1.0,25.8,97.0
2022-08-02 22:30:00,24.81,25.0,3.2960000000000003,5.0,0.5,25.75,97.0
2022-08-02 22:40:00,24.630000000000003,25.0,0.09,5.0,0.0,25.7,97.0
2022-08-02 22:50:00,24.869999999999997,25.0,0.09,5.0,0.0,25.65,97.0
2022-08-02 23:00:00,24.9,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-02 23:10:00,25.06,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-02 23:20:00,25.3,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-02 23:30:00,25.3,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-02 23:40:00,25.3,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-02 23:50:00,25.580000000000002,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-03 00:00:00,25.7,25.0,0.09,5.0,0.0,25.6,97.0
2022-08-03 00:10:00,25.7,25.0,0.09,5.0,0.0,25.62,96.67
2022-08-03 00:20:00,25.7,25.0,0.09,5.0,0.0,25.63,96.33
2022-08-03 00:30:00,25.7,25.0,0.09,5.0,0.0,25.65,96.0
2022-08-03 00:40:00,25.7,25.0,0.09,5.0,0.0,25.67,95.67
2022-08-03 00:50:00,25.7,25.0,0.09,5.0,0.0,25.68,95.33
2022-08-03 01:00:00,25.79,25.0,0.09,5.0,0.0,25.7,95.0
2022-08-03 01:10:00,26.0,25.0,0.09,5.0,0.0,25.62,95.17
2022-08-03 01:20:00,26.0,25.0,0.09,5.0,0.0,25.53,95.33
2022-08-03 01:30:00,26.0,25.0,0.09,5.0,0.0,25.45,95.5
2022-08-03 01:40:00,26.0,25.0,0.09,5.0,0.0,25.37,95.67
2022-08-03 01:50:00,26.0,25.0,0.09,5.0,0.0,25.28,95.83
2022-08-03 02:00:00,26.0,25.0,0.09,5.0,0.0,25.2,96.0
2022-08-03 02:10:00,26.0,25.0,0.09,5.0,0.0,25.22,96.17
2022-08-03 02:20:00,26.0,25.0,0.09,5.0,0.0,25.23,96.33
2022-08-03 02:30:00,26.0,25.0,0.09,5.0,0.0,25.25,96.5
2022-08-03 02:40:00,26.0,25.0,0.09,5.0,0.0,25.27,96.67
2022-08-03 02:50:00,26.0,25.0,0.09,5.0,0.0,25.28,96.83
2022-08-03 03:00:00,26.0,25.0,0.09,5.0,0.0,25.3,97.0
2022-08-03 03:10:00,26.119999999999997,25.0,0.09,5.0,0.0,25.28,97.17
2022-08-03 03:20:00,26.160000000000004,25.0,0.09,5.0,0.0,25.27,97.33
2022-08-03 03:30:00,26.28,25.0,0.09,5.0,0.0,25.25,97.5
2022-08-03 03:40:00,26.4,25.0,0.09,5.0,0.0,25.23,97.67
2022-08-03 03:50:00,26.4,25.0,0.09,5.0,0.0,25.22,97.83
2022-08-03 04:00:00,26.4,25.0,0.09,5.0,0.0,25.2,98.0
2022-08-03 04:10:00,26.4,25.0,0.09,5.0,0.0,25.27,98.17
2022-08-03 04:20:00,26.4,25.0,0.09,5.0,0.0,25.33,98.33
2022-08-03 04:30:00,26.4,25.0,0.09,5.0,0.0,25.4,98.5
2022-08-03 04:40:00,26.4,25.0,0.09,5.0,0.0,25.47,98.67
2022-08-03 04:50:00,26.4,25.0,0.09,5.0,0.0,25.53,98.83
2022-08-03 05:00:00,26.4,25.0,0.09,5.0,0.0,25.6,99.0
2022-08-03 05:10:00,26.4,25.0,0.09,5.0,0.0,25.67,98.83
2022-08-03 05:20:00,26.4,25.0,0.09,5.0,0.0,25.73,98.67
2022-08-03 05:30:00,26.4,25.0,0.09,5.0,0.0,25.8,98.5
2022-08-03 05:40:00,26.4,25.0,0.09,5.0,0.0,25.87,98.33
2022-08-03 05:50:00,26.4,25.0,0.09,5.0,0.0,25.93,98.17
2022-08-03 06:00:00,26.4,25.0,0.09,5.0,0.0,26.0,98.0
2022-08-03 06:10:00,26.4,25.0,0.09,5.0,0.0,26.13,96.83
2022-08-03 06:20:00,26.4,25.0,0.09,5.0,0.0,26.27,95.67
2022-08-03 06:30:00,26.4,25.0,0.09,5.0,0.0,26.4,94.5
2022-08-03 06:40:00,26.4,25.0,0.09,5.0,0.0,26.53,93.33
